Row_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Country,City,State,Postal_Code,Region,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Delivery_Days,Profit_Margin %,Loss_Flag
1020,CA-2015-108665,07/06/15,07/10/15,Standard Class,KM-16225,Kalyca Meade,Corporate,United States,New York City,New York,10011,East,OFF-ST-10001526,Office Supplies,Storage,Iceberg Mobile Mega Data/Printer Cart ,601.65,5,0,156.43,4,26.00,Profit
1021,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,OFF-AR-10001166,Office Supplies,Art,Staples in misc. colors,22.74,3,0,8.87,6,39.00,Profit
1022,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,FUR-CH-10000309,Furniture,Chairs,Global Comet Stacking Arm Chair,1267.53,3,0,316.88,6,25.00,Profit
1023,CA-2015-124450,04/27/15,05/03/15,Standard Class,GT-14710,Greg Tran,Consumer,United States,Washington,District of Columbia,20016,East,TEC-MA-10004212,Technology,Machines,Cisco SPA525G2 5-Line IP Phone,1379.92,8,0,648.56,6,47.00,Profit
1024,CA-2015-167269,06/16/15,06/20/15,Standard Class,PB-19150,Philip Brown,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-EN-10003072,Office Supplies,Envelopes,Peel & Seel Envelopes,6.21,2,0.2,2.17,4,35.00,Profit
1025,CA-2017-106964,12/17/17,12/20/17,First Class,HR-14770,Hallie Redmond,Home Office,United States,Los Angeles,California,90045,West,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,11.81,2,0.2,4.28,3,36.25,Profit
1026,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,15.55,3,0.2,5.44,2,35.00,Profit
1027,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,OFF-PA-10003656,Office Supplies,Paper,Xerox 1935,63.31,3,0.2,20.58,2,32.50,Profit
1028,CA-2016-126529,01/11/16,01/13/16,Second Class,DE-13255,Deanra Eno,Home Office,United States,Springfield,Ohio,45503,East,TEC-PH-10000148,Technology,Phones,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,15.59,2,0.4,-9.87,2,-63.33,Loss
1029,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,177.20,5,0,83.28,4,47.00,Profit
1030,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,TEC-PH-10003885,Technology,Phones,Cisco SPA508G,197.97,3,0,57.41,4,29.00,Profit
1031,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-CH-10003379,Furniture,Chairs,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94,3,0,213.74,4,25.00,Profit
1032,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,FUR-FU-10000629,Furniture,Furnishings,9-3/4 Diameter Round Wall Clock,124.11,9,0,52.13,4,42.00,Profit
1033,CA-2014-163552,07/11/14,07/15/14,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Hackensack,New Jersey,7601,East,OFF-LA-10001175,Office Supplies,Labels,Avery 514,14.40,5,0,7.06,4,49.00,Profit
1034,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,15.70,3,0.2,5.10,2,32.50,Profit
1035,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10003460,Office Supplies,Binders,Acco 3-Hole Punch,2.63,2,0.7,-1.93,2,-73.33,Loss
1036,CA-2016-109820,11/20/16,11/22/16,First Class,AG-10390,Allen Goldenen,Consumer,United States,Cincinnati,Ohio,45231,East,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,14.43,3,0.7,-10.58,2,-73.33,Loss
1037,CA-2016-113061,04/22/16,04/26/16,Standard Class,EL-13735,Ed Ludwig,Home Office,United States,Jefferson City,Missouri,65109,Central,FUR-FU-10003975,Furniture,Furnishings,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62,2,0,8.66,4,10.00,Profit
1038,CA-2015-127418,06/13/15,06/14/15,First Class,JJ-15445,Jennifer Jackson,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10003707,Office Supplies,Binders,Aluminum Screw Posts,36.62,3,0.2,13.73,1,37.50,Profit
1039,CA-2017-121818,11/20/17,11/21/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10000203,Office Supplies,Art,Newell 336,23.97,7,0.2,2.70,1,11.25,Profit
1040,CA-2017-121818,11/20/17,11/21/17,First Class,JH-15430,Jennifer Halladay,Consumer,United States,Burlington,North Carolina,27217,South,OFF-AR-10004790,Office Supplies,Art,Staples in misc. colors,28.73,3,0.2,1.80,1,6.25,Profit
1041,CA-2016-127670,03/20/16,03/24/16,Standard Class,RD-19660,Robert Dilbeck,Home Office,United States,Saint Peters,Missouri,63376,Central,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,697.16,4,0,146.40,4,21.00,Profit
1042,CA-2016-102981,09/06/16,09/09/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,TEC-AC-10004761,Technology,Accessories,Maxell 4.7GB DVD+RW 3/Pack,31.86,2,0,11.15,3,35.00,Profit
1043,CA-2016-102981,09/06/16,09/09/16,Second Class,MO-17500,Mary O'Rourke,Consumer,United States,New York City,New York,10035,East,FUR-BO-10001811,Furniture,Bookcases,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722.35,3,0.2,90.29,3,12.50,Profit
1044,CA-2017-115651,07/09/17,07/12/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AR-10001130,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",8.84,5,0.2,2.98,3,33.75,Profit
1045,CA-2017-115651,07/09/17,07/12/17,First Class,NS-18640,Noel Staavos,Corporate,United States,Chicago,Illinois,60610,Central,OFF-AP-10000055,Office Supplies,Appliances,Belkin F9S820V06 8 Outlet Surge,58.46,9,0.8,-146.16,3,-250.00,Loss
1046,CA-2017-152702,10/12/17,10/16/17,Standard Class,SN-20710,Steve Nguyen,Home Office,United States,Rockford,Illinois,61107,Central,FUR-CH-10002304,Furniture,Chairs,"Global Stack Chair without Arms, Black",254.60,14,0.3,-18.19,4,-7.14,Loss
1047,CA-2016-169103,03/08/16,03/13/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,TEC-PH-10001530,Technology,Phones,Cisco Unified IP Phone 7945G VoIP phone,1363.96,5,0.2,85.25,5,6.25,Profit
1048,CA-2016-169103,03/08/16,03/13/16,Standard Class,ZC-21910,Zuschuss Carroll,Consumer,United States,Miami,Florida,33142,South,FUR-FU-10004006,Furniture,Furnishings,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3,0.2,-3.84,5,-3.75,Loss
1049,CA-2014-139192,05/27/14,06/01/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-PH-10000486,Technology,Phones,Plantronics HL10 Handset Lifter,1113.50,12,0.2,125.27,5,11.25,Profit
1050,CA-2014-139192,05/27/14,06/01/14,Second Class,LC-16885,Lena Creighton,Consumer,United States,San Francisco,California,94109,West,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,99.99,1,0,38.00,5,38.00,Profit
1051,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46,2,0.2,-29.48,2,-17.50,Loss
1052,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10001307,Office Supplies,Paper,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.72,2,0.2,2.44,2,36.25,Profit
1053,US-2015-153500,07/03/15,07/05/15,First Class,DG-13300,Deirdre Greer,Corporate,United States,Philadelphia,Pennsylvania,19134,East,FUR-FU-10004460,Furniture,Furnishings,"Howard Miller 12"" Round Wall Clock",282.89,9,0.2,56.58,2,20.00,Profit
1054,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-AR-10000716,Office Supplies,Art,DIXON Ticonderoga Erasable Checking Pencils,11.16,2,0,4.35,4,39.00,Profit
1055,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,FUR-FU-10004622,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.40,2,0,22.76,4,21.00,Profit
1056,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002735,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,82.34,3,0.2,27.79,4,33.75,Profit
1057,CA-2015-110667,04/04/15,04/08/15,Standard Class,NF-18595,Nicole Fjeld,Home Office,United States,New York City,New York,10009,East,OFF-BI-10003529,Office Supplies,Binders,Avery Round Ring Poly Binders,9.09,4,0.2,3.29,4,36.25,Profit
1058,CA-2017-167150,12/10/17,12/17/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001097,Office Supplies,Binders,Avery Hole Reinforcements,19.94,4,0.2,7.23,7,36.25,Profit
1059,CA-2017-167150,12/10/17,12/17/17,Standard Class,BP-11185,Ben Peterman,Corporate,United States,San Diego,California,92037,West,OFF-BI-10001597,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",65.57,2,0.2,22.95,7,35.00,Profit
1060,CA-2016-105284,11/24/16,12/01/16,Standard Class,MG-17650,Matthew Grinstein,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-FA-10001754,Office Supplies,Fasteners,Stockwell Gold Paper Clips,4.42,3,0.2,1.60,7,36.25,Profit
1061,US-2015-125374,03/23/15,03/29/15,Standard Class,JD-16060,Julia Dunbar,Consumer,United States,Houston,Texas,77095,Central,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,107.77,2,0.3,-29.25,6,-27.14,Loss
1062,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AP-10002350,Office Supplies,Appliances,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.22,3,0.2,4.52,5,10.00,Profit
1063,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-FA-10004838,Office Supplies,Fasteners,"Super Bands, 12/Pack",10.42,7,0.2,-2.21,5,-21.25,Loss
1064,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-AR-10004757,Office Supplies,Art,Crayola Colored Pencils,7.87,3,0.2,1.28,5,16.25,Profit
1065,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,TEC-PH-10002115,Technology,Phones,Plantronics 81402,118.78,3,0.4,-27.72,5,-23.33,Loss
1066,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,1.45,1,0.2,0.24,5,16.25,Profit
1067,CA-2015-161263,04/16/15,04/21/15,Standard Class,TS-21160,Theresa Swint,Corporate,United States,Toledo,Ohio,43615,East,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",55.47,5,0.7,-46.23,5,-83.33,Loss
1068,CA-2016-157686,10/01/16,10/02/16,First Class,BD-11620,Brian DeCherney,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",194.85,4,0.2,12.18,1,6.25,Profit
1069,US-2017-139955,09/28/17,09/30/17,Second Class,CM-12160,Charles McCrossin,Consumer,United States,Brownsville,Texas,78521,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,1.74,1,0.2,-0.35,2,-20.00,Loss
1070,US-2015-150161,07/25/15,07/29/15,Standard Class,RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19143,East,OFF-BI-10001524,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.18,4,0.7,-18.46,4,-73.33,Loss
1071,CA-2015-144652,11/20/15,11/26/15,Standard Class,SN-20560,Skye Norling,Home Office,United States,Los Angeles,California,90008,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,19.46,7,0,5.06,6,26.00,Profit
1072,CA-2016-152814,04/28/16,05/02/16,Standard Class,EH-14005,Erica Hernandez,Home Office,United States,Denver,Colorado,80219,West,OFF-PA-10001970,Office Supplies,Paper,Xerox 1881,29.47,3,0.2,9.95,4,33.75,Profit
1073,CA-2017-106943,11/14/17,11/19/17,Standard Class,FO-14305,Frank Olsen,Consumer,United States,New York City,New York,10035,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,8.64,2,0.2,3.02,5,35.00,Profit
1074,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10003727,Office Supplies,Binders,Avery Durable Slant Ring Binders With Label Holder,6.27,5,0.7,-4.60,7,-73.33,Loss
1075,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,4.37,7,0.7,-3.35,7,-76.67,Loss
1076,CA-2016-134348,11/12/16,11/19/16,Standard Class,MS-17710,Maurice Satty,Consumer,United States,Mesa,Arizona,85204,West,TEC-AC-10003447,Technology,Accessories,Micropad Numeric Keypads,31.98,2,0.2,2.00,7,6.25,Profit
1077,CA-2016-161781,09/29/16,09/30/16,First Class,CC-12100,Chad Cunningham,Home Office,United States,Columbus,Indiana,47201,Central,OFF-AR-10000255,Office Supplies,Art,Newell 328,40.88,7,0,10.63,1,26.00,Profit
1078,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-AP-10002191,Office Supplies,Appliances,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96,2,0,33.59,2,28.00,Profit
1079,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.49,2,27.00,Profit
1080,CA-2017-132521,09/23/17,09/25/17,Second Class,DW-13540,Don Weiss,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,6.88,1,0.2,2.32,2,33.75,Profit
1081,CA-2015-110016,11/29/15,12/04/15,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,OFF-PA-10000349,Office Supplies,Paper,Easy-staple paper,19.92,4,0,9.36,5,47.00,Profit
1082,CA-2015-110016,11/29/15,12/04/15,Standard Class,BT-11395,Bill Tyler,Corporate,United States,Detroit,Michigan,48227,Central,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",1106.91,9,0,121.76,5,11.00,Profit
1083,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,FUR-TA-10001095,Furniture,Tables,Chromcraft Round Conference Tables,836.59,8,0.4,-264.92,4,-31.67,Loss
1084,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,26.38,1,0,12.13,4,46.00,Profit
1085,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,OFF-ST-10003208,Office Supplies,Storage,Adjustable Depth Letter/Legal Cart,362.92,2,0,105.25,4,29.00,Profit
1086,US-2016-143819,03/01/16,03/05/16,Standard Class,KD-16270,Karen Daniels,Consumer,United States,Yonkers,New York,10701,East,TEC-MA-10003979,Technology,Machines,Ativa V4110MDD Micro-Cut Shredder,4899.93,7,0,2400.97,4,49.00,Profit
1087,CA-2016-167584,08/12/16,08/12/16,Same Day,LC-16870,Lena Cacioppo,Consumer,United States,Des Moines,Iowa,50315,Central,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,6.48,1,0,3.11,0,48.00,Profit
1088,CA-2016-166163,08/15/16,08/20/16,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,TEC-PH-10004896,Technology,Phones,Nokia Lumia 521 (T-Mobile),71.98,3,0.2,7.20,5,10.00,Profit
1089,CA-2016-166163,08/15/16,08/20/16,Second Class,CY-12745,Craig Yedwab,Corporate,United States,Oakland,California,94601,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,3.15,1,0,1.51,5,48.00,Profit
1090,CA-2017-158407,06/04/17,06/10/17,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,31.98,2,0.2,2.00,6,6.25,Profit
1091,CA-2017-158407,06/04/17,06/10/17,Standard Class,LW-16990,Lindsay Williams,Corporate,United States,Monroe,North Carolina,28110,South,TEC-PH-10001819,Technology,Phones,Innergie mMini Combo Duo USB Travel Charging Kit,71.98,2,0.2,25.19,6,35.00,Profit
1092,CA-2015-143490,12/06/15,12/13/15,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,OFF-AR-10002952,Office Supplies,Art,Stanley Contemporary Battery Pencil Sharpeners,120.15,9,0,33.64,7,28.00,Profit
1093,CA-2015-143490,12/06/15,12/13/15,Standard Class,NP-18325,Naresj Patel,Consumer,United States,San Diego,California,92105,West,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,219.18,2,0.2,19.18,7,8.75,Profit
1094,CA-2015-165085,12/27/15,12/31/15,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,OFF-PA-10000605,Office Supplies,Paper,Xerox 1950,28.90,5,0,14.16,4,49.00,Profit
1095,CA-2015-165085,12/27/15,12/31/15,Standard Class,BT-11485,Brad Thomas,Home Office,United States,Clinton,Maryland,20735,East,OFF-AP-10002518,Office Supplies,Appliances,Kensington 7 Outlet MasterPiece Power Center,355.96,2,0,103.23,4,29.00,Profit
1096,CA-2017-160423,01/21/17,01/26/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-ST-10004340,Office Supplies,Storage,"Fellowes Mobile File Cart, Black",348.21,7,0.2,30.47,5,8.75,Profit
1097,CA-2017-160423,01/21/17,01/26/17,Standard Class,PS-19045,Penelope Sewall,Home Office,United States,Charlotte,North Carolina,28205,South,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,35.78,7,0.7,-28.63,5,-80.00,Loss
1098,CA-2014-159338,06/25/14,06/28/14,First Class,NS-18640,Noel Staavos,Corporate,United States,Los Angeles,California,90049,West,FUR-TA-10004147,Furniture,Tables,Hon 4060 Series Tables,447.84,5,0.2,11.20,3,2.50,Profit
1099,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10001545,Office Supplies,Art,Newell 326,7.04,4,0,2.04,3,29.00,Profit
1100,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",8.73,3,0,4.10,3,47.00,Profit
1101,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,29.29,1,0,9.67,3,33.00,Profit
1102,CA-2016-107216,06/14/16,06/17/16,First Class,PV-18985,Paul Van Hugh,Home Office,United States,San Francisco,California,94122,West,OFF-AR-10002255,Office Supplies,Art,Newell 346,8.64,3,0,2.51,3,29.00,Profit
1103,US-2017-145863,04/21/17,04/27/17,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10004140,Office Supplies,Binders,Avery Non-Stick Binders,2.69,3,0.8,-4.71,6,-175.00,Loss
1104,US-2017-145863,04/21/17,04/27/17,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002049,Office Supplies,Binders,UniKeep View Case Binders,2.93,3,0.8,-4.99,6,-170.00,Loss
1105,CA-2016-112340,10/21/16,10/27/16,Standard Class,NM-18520,Neoma Murray,Consumer,United States,Riverside,California,92503,West,OFF-PA-10001892,Office Supplies,Paper,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",22.92,3,0,11.23,6,49.00,Profit
1106,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",100.70,6,0.2,-16.36,5,-16.25,Loss
1107,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,FUR-FU-10000206,Furniture,Furnishings,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",2.33,2,0.6,-0.76,5,-32.50,Loss
1108,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",10.78,5,0.8,-17.25,5,-160.00,Loss
1109,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-FA-10003495,Office Supplies,Fasteners,Staples,58.37,12,0.2,21.89,5,37.50,Profit
1110,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-EN-10003798,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",40.97,3,0.2,13.83,5,33.75,Profit
1111,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,TEC-PH-10003589,Technology,Phones,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96,5,0.2,25.19,5,35.00,Profit
1112,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-PA-10004735,Office Supplies,Paper,Xerox 1905,10.37,2,0.2,3.63,5,35.00,Profit
1113,US-2016-110156,11/19/16,11/24/16,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Houston,Texas,77041,Central,OFF-BI-10002609,Office Supplies,Binders,Avery Hidden Tab Dividers for Binding Systems,1.19,2,0.8,-2.03,5,-170.00,Loss
1114,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,OFF-BI-10003364,Office Supplies,Binders,Binding Machine Supplies,46.67,2,0.2,16.34,5,35.00,Profit
1115,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,FUR-BO-10002206,Furniture,Bookcases,"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.83,1,0.15,-12.69,5,-10.59,Loss
1116,CA-2017-140585,12/18/17,12/23/17,Second Class,RA-19915,Russell Applegate,Consumer,United States,Encinitas,California,92024,West,TEC-AC-10003610,Technology,Accessories,Logitech Illuminated - Keyboard,119.98,2,0,57.59,5,48.00,Profit
1117,CA-2016-144855,07/22/16,07/24/16,Second Class,DL-13495,Dionis Lloyd,Corporate,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,Self-Adhesive Removable Labels,6.30,2,0,3.02,2,48.00,Profit
1118,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10001970,Office Supplies,Paper,Xerox 1908,279.90,5,0,137.15,4,49.00,Profit
1119,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,619.95,5,0,111.59,4,18.00,Profit
1120,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-PA-10000141,Office Supplies,Paper,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",4.36,2,0,2.05,4,47.00,Profit
1121,CA-2015-142755,09/04/15,09/08/15,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Roswell,Georgia,30076,South,OFF-EN-10004459,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0,7.49,4,49.00,Profit
1122,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,699.93,7,0,181.98,6,26.00,Profit
1123,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,22.96,7,0,6.66,6,29.00,Profit
1124,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",38.60,4,0,11.58,6,30.00,Profit
1125,US-2014-147627,01/20/14,01/26/14,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,6.63,3,0,1.79,6,27.00,Profit
